@code,コードが示す地域等,@name,eng,areacode,vi,cha,areaCode2
2858500,兵庫県香美町,香美町,Kami Town,28,thị trấn Kami,香美町,280020
2858600,兵庫県新温泉町,新温泉町,Shinonsen Town,28,thị trấn Shinonsen,新温泉町,280020
2920100,奈良県奈良市,奈良市,Nara City,29,thành phố Nara,奈良市,290010
2920200,奈良県大和高田市,大和高田市,Yamatotakada City,29,thành phố Yamatotakada,大和高田市,290010
2920300,奈良県大和郡山市,大和郡山市,Yamatokoriyama City,29,thành phố Yamatokoriyama,大和郡山市,290010
2920400,奈良県天理市,天理市,Tenri City,29,thành phố Tenri,天理市,290010
2920500,奈良県橿原市,橿原市,Kashihara City,29,thành phố Kashihara,橿原市,290010
2920600,奈良県桜井市,桜井市,Sakurai City,29,thành phố Sakurai,樱井市,290010
2920701,奈良県五條市,五條市北部,Northern Gojo City,29,Miền Bắc thành phố Gojo,五条市北部,290010
2920702,奈良県五條市,五條市南部,Southern Gojo City,29,Miền Nam thành phố Gojo,五条市南部,290020
2920800,奈良県御所市,御所市,Gose City,29,thành phố Gose,御所市,290010
2920900,奈良県生駒市,生駒市,Ikoma City,29,thành phố Ikoma,生驹市,290010
2921000,奈良県香芝市,香芝市,Kashiba City,29,thành phố Kashiba,香芝市,290010
2921100,奈良県葛城市,葛城市,Katsuragi City,29,thành phố Katsuragi,葛城市,290010
2921200,奈良県宇陀市,宇陀市,Uda City,29,thành phố Uda,宇陀市,290010
2932200,奈良県山添村,山添村,Yamazoe Village,29,làng Yamazoe,山添村,290010
2934200,奈良県平群町,平群町,Heguri Town,29,thị trấn Heguri,平群町,290010
2934300,奈良県三郷町,三郷町,Sango Town,29,thị trấn Sango,三乡町,290010
2934400,奈良県斑鳩町,斑鳩町,Ikaruga Town,29,thị trấn Ikaruga,斑鸠町,290010
2934500,奈良県安堵町,安堵町,Ando Town,29,thị trấn Ando,安堵町,290010
2936100,奈良県川西町,川西町,Kawanishi Town,29,thị trấn Kawanishi,川西町,290010
2936200,奈良県三宅町,三宅町,Miyake Town,29,thị trấn Miyake,三宅町,290010
2936300,奈良県田原本町,田原本町,Tawaramoto Town,29,thị trấn Tawaramoto,田原本町,290010
2938500,奈良県曽爾村,曽爾村,Soni Village,29,làng Soni,曾尔村,290020
2938600,奈良県御杖村,御杖村,Mitsue Village,29,làng Mitsue,御杖村,290020
2940100,奈良県高取町,高取町,Takatori Town,29,thị trấn Takatori,高取町,290010
2940200,奈良県明日香村,明日香村,Asuka Village,29,làng Asuka,明日香村,290010
2942400,奈良県上牧町,上牧町,Kammaki Town,29,thị trấn Kammaki,上牧町,290010
2942500,奈良県王寺町,王寺町,Oji Town,29,thị trấn Oji,王寺町,290010
2942600,奈良県広陵町,広陵町,Koryo Town,29,thị trấn Koryo,广陵町,290010
2942700,奈良県河合町,河合町,Kawai Town,29,thị trấn Kawai,河合町,290010
2944100,奈良県吉野町,吉野町,Yoshino Town,29,thị trấn Yoshino,吉野町,290010
2944200,奈良県大淀町,大淀町,Oyodo Town,29,thị trấn Oyodo,大淀町,290010
2944300,奈良県下市町,下市町,Shimoichi Town,29,thị trấn Shimoichi,下市町,290010
2944400,奈良県黒滝村,黒滝村,Kurotaki Village,29,làng Kurotaki,黑泷村,290020
2944600,奈良県天川村,天川村,Tenkawa Village,29,làng Tenkawa,天川村,290020
2944700,奈良県野迫川村,野迫川村,Nosegawa Village,29,làng Mũi,野迫川村,290020
2944900,奈良県十津川村,十津川村,Totsukawa Village,29,làng Totsukawa,十津川村,290020
2945000,奈良県下北山村,下北山村,Shimokitayama Village,29,làng Shimokitayama,下北山村,290020
2945100,奈良県上北山村,上北山村,Kamikitayama Village,29,làng Kamikitayama,上北山村,290020
2945200,奈良県川上村,川上村,Kawakami Village,29,làng Kawakami,川上村,290020
2945300,奈良県東吉野村,東吉野村,Higashiyoshino Village,29,làng Higashiyoshino,东吉野村,290020
3020100,和歌山県和歌山市,和歌山市,Wakayama City,30,thành phố Wakayama,和歌山市,300010
3020200,和歌山県海南市,海南市,Kainan City,30,thành phố Kainan,海南市,300010
3020300,和歌山県橋本市,橋本市,Hashimoto City,30,thành phố Hashimoto,桥本市,300010
3020400,和歌山県有田市,有田市,Arida City,30,thành phố Arida,有田市,300010
3020500,和歌山県御坊市,御坊市,Gobo City,30,thành phố Gobo,御坊市,300010
3020601,和歌山県田辺市,田辺市田辺,"Tanabe, Tanabe City",30,"Tanabe, thành phố Tanabe",田边市田边,300020
3020602,和歌山県田辺市,田辺市龍神,"Ryujin, Tanabe City",30,"Ryujin, thành phố Tanabe",田边市龙神,300020
3020603,和歌山県田辺市,田辺市中辺路,"Nakahechi, Tanabe City",30,"Nakahechi, thành phố Tanabe",田边市中边路,300020
3020604,和歌山県田辺市,田辺市大塔,"Oto, Tanabe City",30,"Oto, thành phố Tanabe",田边市大塔,300020
3020605,和歌山県田辺市,田辺市本宮,"Hongu, Tanabe City",30,"Hongu, thành phố Tanabe",田边市本宫,300020
3020700,和歌山県新宮市,新宮市,Shingu City,30,thành phố Shingu,新宫市,300020
3020800,和歌山県紀の川市,紀の川市,Kinokawa City,30,thành phố Kinokawa,纪之川市,300010
3020900,和歌山県岩出市,岩出市,Iwade City,30,thành phố Iwade,岩出市,300010
3030400,和歌山県紀美野町,紀美野町,Kimino Town,30,thị trấn Kimino,纪美野町,300010
3034100,和歌山県かつらぎ町,かつらぎ町,Katsuragi Town,30,thị trấn Katsuragi,葛城町,300010
3034300,和歌山県九度山町,九度山町,Kudoyama Town,30,thị trấn Kudoyama,九度山町,300010
3034400,和歌山県高野町,高野町,Koya Town,30,thị trấn Koya,高野町,300010
3036100,和歌山県湯浅町,湯浅町,Yuasa Town,30,thị trấn Yuasa,汤浅町,300010
3036200,和歌山県広川町,広川町,Hirogawa Town,30,thị trấn Hirogawa,广川町,300010
3036600,和歌山県有田川町,有田川町,Aridagawa Town,30,thị trấn Aridagawa,有田川町,300010
3038100,和歌山県美浜町,美浜町,Mihama Town,30,thị trấn Mihama,美滨町,300010
3038200,和歌山県日高町,日高町,Hidaka Town,30,thị trấn Hidaka,日高町,300010
3038300,和歌山県由良町,由良町,Yura Town,30,thị trấn Yura,由良町,300010
3039000,和歌山県印南町,印南町,Inami Town,30,thị trấn Inami,印南町,300010
3039100,和歌山県みなべ町,みなべ町,Minabe Town,30,thị trấn Minabe,南部町,300010
3039200,和歌山県日高川町,日高川町,Hidakagawa Town,30,thị trấn Hidakagawa,日高川町,300010
3040100,和歌山県白浜町,白浜町,Shirahama Town,30,thị trấn Shirahama,白滨町,300020
3040400,和歌山県上富田町,上富田町,Kamitonda Town,30,thị trấn Kamitonda,上富田町,300020
3040600,和歌山県すさみ町,すさみ町,Susami Town,30,thị trấn Susami,周参见町,300020
3042100,和歌山県那智勝浦町,那智勝浦町,Nachikatsuura Town,30,thị trấn Nachikatsuura,那智胜浦町,300020
3042200,和歌山県太地町,太地町,Taiji Town,30,thị trấn Taiji,太地町,300020
3042400,和歌山県古座川町,古座川町,Kozagawa Town,30,thị trấn Kozagawa,古座川町,300020
3042700,和歌山県北山村,北山村,Kitayama Village,30,làng Kitayama,北山村,300020
3042800,和歌山県串本町,串本町,Kushimoto Town,30,thị trấn Kushimoto,串本町,300020
3120101,鳥取県鳥取市,鳥取市北部,Northern Tottori City,31,Miền Bắc thành phố Tottori,鸟取市北部,310010
3120102,鳥取県鳥取市,鳥取市南部,Southern Tottori City,31,Miền Nam thành phố Tottori,鸟取市南部,310010
3120200,鳥取県米子市,米子市,Yonago City,31,thành phố Yonago,米子市,310020
3120300,鳥取県倉吉市,倉吉市,Kurayoshi City,31,thành phố Kurayoshi,仓吉市,310020
3120400,鳥取県境港市,境港市,Sakaiminato City,31,thành phố Sakaiminato,境港市,310020
3130200,鳥取県岩美町,岩美町,Iwami Town,31,thị trấn Iwami,岩美町,310010
3132500,鳥取県若桜町,若桜町,Wakasa Town,31,thị trấn Wakasa,若樱町,310010
3132800,鳥取県智頭町,智頭町,Chizu Town,31,thị trấn Chizu,智头町,310010
3132900,鳥取県八頭町,八頭町,Yazu Town,31,thị trấn Yemo,八头町,310010
3136400,鳥取県三朝町,三朝町,Misasa Town,31,thị trấn Misasa,三朝町,310020
3137000,鳥取県湯梨浜町,湯梨浜町,Yurihama Town,31,thị trấn Yurihama,汤梨滨町,310020
3137100,鳥取県琴浦町,琴浦町,Kotoura Town,31,thị trấn Kotoura,琴浦町,310020
3137200,鳥取県北栄町,北栄町,Hokuei Town,31,thị trấn Hokuei,北荣町,310020
3138400,鳥取県日吉津村,日吉津村,Hiezu Village,31,làng Hiezu,日吉津村,310020
3138600,鳥取県大山町,大山町,Daisen Town,31,thị trấn Daisen,大山町,310020
3138900,鳥取県南部町,南部町,Nambu Town,31,thị trấn Nambu,南部町,310020
3139000,鳥取県伯耆町,伯耆町,Hoki Town,31,thị trấn Hoki,伯耆町,310020
3140100,鳥取県日南町,日南町,Nichinan Town,31,thị trấn Nichinan,日南町,310020
3140200,鳥取県日野町,日野町,Hino Town,31,thị trấn Hino,日野町,310020
3140300,鳥取県江府町,江府町,Kofu Town,31,thị trấn Kofu,江府町,310020
3220100,島根県松江市,松江市,Matsue City,32,thành phố Matsue,松江市,320010
3220200,島根県浜田市,浜田市,Hamada City,32,thành phố Hamada,滨田市,320020
3220300,島根県出雲市,出雲市,Izumo City,32,thành phố Izumo,出云市,320010
3220400,島根県益田市,益田市,Masuda City,32,thành phố Masuda,益田市,320020
3220500,島根県大田市,大田市,Ohda City,32,thành phố Ohda,大田市,320020
3220600,島根県安来市,安来市,Yasugi City,32,thành phố Yasugi,安来市,320010
3220700,島根県江津市,江津市,Gotsu City,32,thành phố Gotsu,江津市,320020
3220900,島根県雲南市,雲南市,Unnan City,32,thành phố Unnan,云南市,320010
3234300,島根県奥出雲町,奥出雲町,Okuizumo Town,32,thị trấn Okuizumo,奥出云町,320010
3238600,島根県飯南町,飯南町,Iinan Town,32,thị trấn Iinan,饭南町,320010
3244100,島根県川本町,川本町,Kawamoto Town,32,thị trấn Kawamoto,川本町,320020
3244800,島根県美郷町,美郷町,Misato Town,32,thị trấn Misato,美乡町,320020
3244900,島根県邑南町,邑南町,Onan Town,32,thị trấn Onan,邑南町,320020
3250100,島根県津和野町,津和野町,Tsuwano Town,32,thị trấn Tsuwano,津和野町,320020
3250500,島根県吉賀町,吉賀町,Yoshika Town,32,thị trấn Yoshika,吉贺町,320020
3252500,島根県海士町,海士町,Ama Town,32,thị trấn Ama,海士町,320030
3252600,島根県西ノ島町,西ノ島町,Nishinoshima Town,32,thị trấn Nishinoshima,西之岛町,320030
3252700,島根県知夫村,知夫村,Chibu Village,32,làng Chibu,知夫村,320030
3252800,島根県隠岐の島町,隠岐の島町,Okinoshima Town,32,thị trấn Okinoshima,隐岐之岛町,320030
3310000,岡山県岡山市,岡山市,Okayama City,33,thành phố Okayama,冈山市,330010
3320200,岡山県倉敷市,倉敷市,Kurashiki City,33,thành phố Kurashiki,仓敷市,330010
3320300,岡山県津山市,津山市,Tsuyama City,33,thành phố Tsuyama,津山市,330020
3320400,岡山県玉野市,玉野市,Tamano City,33,thành phố Tamano,玉野市,330010
3320500,岡山県笠岡市,笠岡市,Kasaoka City,33,thành phố Kasaoka,笠冈市,330010
3320700,岡山県井原市,井原市,Ibara City,33,thành phố Ibara,井原市,330010
3320800,岡山県総社市,総社市,Soja City,33,thành phố Soja,总社市,330010
3320900,岡山県高梁市,高梁市,Takahashi City,33,thành phố Takahashi,高粱市,330010
3321000,岡山県新見市,新見市,Niimi City,33,thành phố Niimi,新见市,330020
3321100,岡山県備前市,備前市,Bizen City,33,thành phố Bizen,备前市,330010
3321200,岡山県瀬戸内市,瀬戸内市,Setouchi City,33,thành phố Setouchi,濑户内市,330010
3321300,岡山県赤磐市,赤磐市,Akaiwa City,33,thành phố Akaiwa,赤磐市,330010
3321400,岡山県真庭市,真庭市,Maniwa City,33,thành phố Maniwa,真庭市,330020
3321500,岡山県美作市,美作市,Mimasaka City,33,thành phố Mimasaka,美作市,330020
3321600,岡山県浅口市,浅口市,Asakuchi City,33,thành phố Asakuchi,浅口市,330010
3334600,岡山県和気町,和気町,Wake Town,33,thị trấn Wake,和气町,330010
3342300,岡山県早島町,早島町,Hayashima Town,33,thị trấn Hayashima,早岛町,330010
3344500,岡山県里庄町,里庄町,Satosho Town,33,thị trấn Satosho,里庄町,330010
3346100,岡山県矢掛町,矢掛町,Yakage Town,33,thị trấn Yakage,矢挂町,330010
3358600,岡山県新庄村,新庄村,Shinjo Village,33,làng Shinjo,新庄村,330020
3360600,岡山県鏡野町,鏡野町,Kagamino Town,33,thị trấn Kagamino,镜野町,330020
3362200,岡山県勝央町,勝央町,Shoo Town,33,thị trấn Shoo,胜央町,330020
3362300,岡山県奈義町,奈義町,Nagi Town,33,thị trấn Nagi,奈义町,330020
3364300,岡山県西粟倉村,西粟倉村,Nishiawakura Village,33,làng Nishiawakura,西粟仓村,330020
3366300,岡山県久米南町,久米南町,Kumenan Town,33,thị trấn Kumenan,久米南町,330020
3366600,岡山県美咲町,美咲町,Misaki Town,33,thị trấn Misaki,美咲町,330020
3368100,岡山県吉備中央町,吉備中央町,Kibichuo Town,33,thị trấn Kibichuo,吉备中央町,330010
3410100,広島県広島市,広島市,Hiroshima City,34,thành phố Hiroshima,广岛市,340010
3420200,広島県呉市,呉市,Kure City,34,thành phố Kure,吴市,340010
3420300,広島県竹原市,竹原市,Takehara City,34,thành phố Takehara,竹原市,340010
3420400,広島県三原市,三原市,Mihara City,34,thành phố Mihara,三原市,340010
3420500,広島県尾道市,尾道市,Onomichi City,34,thành phố Onomichi,尾道市,340010
3420700,広島県福山市,福山市,Fukuyama City,34,thành phố Fukuyama,福山市,340010
3420800,広島県府中市,府中市,Fuchu City,34,thành phố Fuchu,府中市,340010
3420900,広島県三次市,三次市,Miyoshi City,34,thành phố Miyoshi,三次市,340020
3421000,広島県庄原市,庄原市,Shobara City,34,thành phố Shobara,庄原市,340020
3421100,広島県大竹市,大竹市,Otake City,34,thành phố Otake,大竹市,340010
3421200,広島県東広島市,東広島市,Higashihiroshima City,34,thành phố Higashihiroshima,东广岛市,340010
3421300,広島県廿日市市,廿日市市,Hatsukaichi City,34,thành phố Hatsukaichi,廿日市市,340010
3421400,広島県安芸高田市,安芸高田市,Akitakata City,34,thành phố Akitakata,安芸高田市,340020
3421500,広島県江田島市,江田島市,Etajima City,34,thành phố Etajima,江田岛市,340010
3430200,広島県府中町,府中町,Fuchu Town,34,thị trấn Fuchu,府中町,340010
3430400,広島県海田町,海田町,Kaita Town,34,thị trấn Kaita,海田町,340010
3430700,広島県熊野町,熊野町,Kumano Town,34,thị trấn Kumano,熊野町,340010
3430900,広島県坂町,坂町,Saka Town,34,thị trấn Saka,坂町,340010
3436800,広島県安芸太田町,安芸太田町,Akiota Town,34,thị trấn Akiota,安芸太田町,340020
3436900,広島県北広島町,北広島町,Kitahiroshima Town,34,thị trấn Kitahiroshima,北广岛町,340020
3443100,広島県大崎上島町,大崎上島町,Osakikamijima Town,34,thị trấn Osakikamijima,大崎上岛町,340010
3446200,広島県世羅町,世羅町,Sera Town,34,thị trấn Sera,世罗町,340010
3454500,広島県神石高原町,神石高原町,Jinsekikogen Town,34,thị trấn Jinsekikogen,神石高原町,340010
3520100,山口県下関市,下関市,Shimonoseki City,35,thành phố Shimonoseki,下关市,350010
3520200,山口県宇部市,宇部市,Ube City,35,thành phố Ube,宇部市,350010
3520300,山口県山口市,山口市,Yamaguchi City,35,thành phố Yamaguchi,山口市,350020
3520400,山口県萩市,萩市,Hagi City,35,thành phố Hagi,萩市,350040
3520600,山口県防府市,防府市,Hofu City,35,thành phố Hofu,防府市,350020
3520700,山口県下松市,下松市,Kudamatsu City,35,thành phố Kudamatsu,下松市,350020
3520800,山口県岩国市,岩国市,Iwakuni City,35,thành phố Iwakuni,岩国市,350030
3521000,山口県光市,光市,Hikari City,35,thành phố Hikari,光市,350030
3521100,山口県長門市,長門市,Nagato City,35,thành phố Nagato,长门市,350040
3521200,山口県柳井市,柳井市,Yanai City,35,thành phố Yanai,柳井市,350030
3521300,山口県美祢市,美祢市,Mine City,35,thành phố Mine,美祢市,350040
3521500,山口県周南市,周南市,Shunan City,35,thành phố Shunan,周南市,350020
3521600,山口県山陽小野田市,山陽小野田市,Sanyo Onoda City,35,thành phố Sanyo Onoda,山阳小野田市,350010
3530500,山口県周防大島町,周防大島町,Suo-oshima Town,35,thị trấn Suo-oshima,周防大岛町,350030
3532100,山口県和木町,和木町,Waki Town,35,thị trấn Waki,和木町,350030
3534100,山口県上関町,上関町,Kaminoseki Town,35,thị trấn Kaminoseki,上关町,350030
3534300,山口県田布施町,田布施町,Tabuse Town,35,thị trấn Tabuse,田布施町,350030
3534400,山口県平生町,平生町,Hirao Town,35,thị trấn Hirao,平生町,350030
3550200,山口県阿武町,阿武町,Abu Town,35,thị trấn Abu,阿武町,350040
3620100,徳島県徳島市,徳島市,Tokushima City,36,thành phố Tokushima,德岛市,360010
3620200,徳島県鳴門市,鳴門市,Naruto City,36,thành phố Naruto,鸣门市,360010
3620300,徳島県小松島市,小松島市,Komatsushima City,36,thành phố Komatsushima,小松岛市,360010
3620400,徳島県阿南市,阿南市,Anan City,36,thành phố Anan,阿南市,360020
3620500,徳島県吉野川市,吉野川市,Yoshinogawa City,36,thành phố Yoshinogawa,吉野川市,360010
3620600,徳島県阿波市,阿波市,Awa City,36,thành phố Awa,阿波市,360010
3620701,気象庁予報警報規程別表第四の二に示す「美馬市脇・美馬・穴吹」の区域,美馬市脇・美馬・穴吹,"Waki/Mima/Anabuki, Mima City",36,"Waki - Mima - Anabuki, thành phố Mima",美马市脇・美马・穴吹,360010
3620702,気象庁予報警報規程別表第四の二に示す「美馬市木屋平」の区域,美馬市木屋平,"Koyadaira, Mima City",36,"Koyadaira, thành phố Mima",美马市木屋平,360010
3620800,徳島県三好市,三好市,Miyoshi City,36,thành phố Miyoshi,三好市,360010
3630100,徳島県勝浦町,勝浦町,Katsuura Town,36,thị trấn Katsuura,胜浦町,360020
3630200,徳島県上勝町,上勝町,Kamikatsu Town,36,thị trấn Kamikatsu,上胜町,360020
3632100,徳島県佐那河内村,佐那河内村,Sanagochi Village,36,làng Sanagochi,佐那河内村,360010
3634100,徳島県石井町,石井町,Ishii Town,36,thị trấn Ishii,石井町,360010
3634200,徳島県神山町,神山町,Kamiyama Town,36,thị trấn Kamiyama,神山町,360010
3636800,徳島県那賀町,那賀町,Naka Town,36,thị trấn Naka,那贺町,360020
3638300,徳島県牟岐町,牟岐町,Mugi Town,36,thị trấn Mugi,牟岐町,360020
3638700,徳島県美波町,美波町,Minami Town,36,thị trấn Minami,美波町,360020
3638800,徳島県海陽町,海陽町,Kaiyo Town,36,thị trấn Kaiyo,海阳町,360020
3640100,徳島県松茂町,松茂町,Matsushige Town,36,thị trấn Matsushige,松茂町,360010
3640200,徳島県北島町,北島町,Kitajima Town,36,thị trấn Kitajima,北岛町,360010
3640300,徳島県藍住町,藍住町,Aizumi Town,36,thị trấn Aizumi,蓝住町,360010
3640400,徳島県板野町,板野町,Itano Town,36,thị trấn Itano,板野町,360010
3640500,徳島県上板町,上板町,Kamiita Town,36,thị trấn Kamiita,上板町,360010
3646800,徳島県つるぎ町,つるぎ町,Tsurugi Town,36,thị trấn Tsurugi,剑町,360010
3646801,徳島県つるぎ町,つるぎ町半田・貞光,"Handa/Sadamitsu, Tsurugi Town",36,"Handa và Sadamitsu, thị trấn Tsurugi",剑町半田・贞光,360010
3646802,徳島県つるぎ町,つるぎ町一宇,"Ichiu, Tsurugi Town",36,"Ichiu, thị trấn Tsurugi",剑町一宇,360010
3648900,徳島県東みよし町,東みよし町,Higashimiyoshi Town,36,thị trấn Higashimiyoshi,东三好町,360010
3720100,香川県高松市,高松市,Takamatsu City,37,thành phố Takamatsu,高松市,370000
3720200,香川県丸亀市,丸亀市,Marugame City,37,thành phố Marugame,丸龟市,370000
3720300,香川県坂出市,坂出市,Sakaide City,37,thành phố Sakaide,坂出市,370000
3720400,香川県善通寺市,善通寺市,Zentsuji City,37,thành phố Zentsuji,善通寺市,370000
3720500,香川県観音寺市,観音寺市,Kanonji City,37,thành phố Kanonji,观音寺市,370000
3720600,香川県さぬき市,さぬき市,Sanuki City,37,thành phố Sanuki,赞岐市,370000
3720700,香川県東かがわ市,東かがわ市,Higashikagawa City,37,thành phố Higashikagawa,东香川市,370000
3720800,香川県三豊市,三豊市,Mitoyo City,37,thành phố Mitoyo,三丰市,370000
3732200,香川県土庄町,土庄町,Tonosho Town,37,thị trấn Tonosho,土庄町,370000
3732400,香川県小豆島町,小豆島町,Shodoshima Town,37,thị trấn Shodoshima,小豆岛町,370000
3734100,香川県三木町,三木町,Miki Town,37,thị trấn Miki,三木町,370000
3736400,香川県直島町,直島町,Naoshima Town,37,thị trấn Naoshima,直岛町,370000
3738600,香川県宇多津町,宇多津町,Utazu Town,37,thị trấn Utazu,宇多津町,370000
3738700,香川県綾川町,綾川町,Ayagawa Town,37,thị trấn Ayagawa,绫川町,370000
3740300,香川県琴平町,琴平町,Kotohira Town,37,thị trấn Kotohira,琴平町,370000
3740400,香川県多度津町,多度津町,Tadotsu Town,37,thị trấn Tadotsu,多度津町,370000
3740600,香川県まんのう町,まんのう町,Manno Town,37,thị trấn Manno,满浓町,370000
3820100,愛媛県松山市,松山市,Matsuyama City,38,thành phố Matsuyama,松山市,380010
3820200,愛媛県今治市,今治市,Imabari City,38,thành phố Imabari,今治市,380020
3820300,愛媛県宇和島市,宇和島市,Uwajima City,38,thành phố Uwajima,宇和岛市,380030
3820400,愛媛県八幡浜市,八幡浜市,Yawatahama City,38,thành phố Yawahama,八幡滨市,380030
3820500,愛媛県新居浜市,新居浜市,Niihama City,38,thành phố Niihama,新居滨市,380020
3820600,愛媛県西条市,西条市,Saijo City,38,thành phố Saijo,西条市,380020
3820700,愛媛県大洲市,大洲市,Ozu City,38,thành phố Ozu,大洲市,380030
3821000,愛媛県伊予市,伊予市,Iyo City,38,thành phố Iyo,伊予市,380010
3821300,愛媛県四国中央市,四国中央市,Shikokuchuo City,38,thành phố Shikokuchuo,四国中央市,380020
3821400,愛媛県西予市,西予市,Seiyo City,38,thành phố Seiyo,西予市,380030
3821500,愛媛県東温市,東温市,Toon City,38,thành phố Toon,东温市,380010
3835600,愛媛県上島町,上島町,Kamijima Town,38,thị trấn Kamijima,上岛町,380020
3838600,愛媛県久万高原町,久万高原町,Kumakogen Town,38,thị trấn Kumakogen,久万高原町,380010
3840100,愛媛県松前町,松前町,Masaki Town,38,thị trấn Matsumae,松前町,380010
3840200,愛媛県砥部町,砥部町,Tobe Town,38,thị trấn Tobe,砥部町,380010
3842200,愛媛県内子町,内子町,Uchiko Town,38,thị trấn Uchiko,内子町,380030
3844200,愛媛県伊方町,伊方町,Ikata Town,38,thị trấn Ikata,伊方町,380030
3848400,愛媛県松野町,松野町,Matsuno Town,38,thị trấn Matsuno,松野町,380030
3848800,愛媛県鬼北町,鬼北町,Kihoku Town,38,thị trấn Kihoku,鬼北町,380030
3850600,愛媛県愛南町,愛南町,Ainan Town,38,thị trấn Ainan,爱南町,380030
3920100,高知県高知市,高知市,Kochi City,39,thành phố Kochi,高知市,390010
3920200,高知県室戸市,室戸市,Muroto City,39,thành phố Muroto,室户市,390020
3920300,高知県安芸市,安芸市,Aki City,39,thành phố Aki,安芸市,390020
3920400,高知県南国市,南国市,Nankoku City,39,thành phố Nankoku,南国市,390010
3920500,高知県土佐市,土佐市,Tosa City,39,thành phố Tosa,土佐市,390010
3920600,高知県須崎市,須崎市,Susaki City,39,thành phố Susaki,须崎市,390010
3920800,高知県宿毛市,宿毛市,Sukumo City,39,thành phố Sukumo,宿毛市,390030
3920900,高知県土佐清水市,土佐清水市,Tosashimizu City,39,thành phố Tosashimizu,土佐清水市,390030
3921000,高知県四万十市,四万十市,Shimanto City,39,thành phố Shimanto,四万十市,390030
3921100,高知県香南市,香南市,Konan City,39,thành phố Konan,香南市,390010
3921200,高知県香美市,香美市,Kami City,39,thành phố Kami,香美市,390010
3930100,高知県東洋町,東洋町,Toyo Town,39,thị trấn Toyo,东洋町,390020
3930200,高知県奈半利町,奈半利町,Nahari Town,39,thị trấn Nahari,奈半利町,390020
3930300,高知県田野町,田野町,Tano Town,39,thị trấn Tano,田野町,390020
3930400,高知県安田町,安田町,Yasuda Town,39,thị trấn Yasuda,安田町,390020
3930500,高知県北川村,北川村,Kitagawa Village,39,làng Kitagawa,北川村,390020
3930600,高知県馬路村,馬路村,Umaji Village,39,làng Umaji,马路村,390020
3930700,高知県芸西村,芸西村,Geisei Village,39,làng Geisei,芸西村,390020
3934100,高知県本山町,本山町,Motoyama Town,39,thị trấn Motoyama,本山町,390010
3934400,高知県大豊町,大豊町,Otoyo Town,39,thị trấn Otoyo,大丰町,390010
3936300,高知県土佐町,土佐町,Tosa Town,39,thị trấn Tosa,土佐町,390010
3936400,高知県大川村,大川村,Okawa Village,39,làng Okawa,大川村,390010
3938600,高知県いの町,いの町,Ino Town,39,thị trấn Ino,伊野町,390010
3938700,高知県仁淀川町,仁淀川町,Niyodogawa Town,39,thị trấn Niyodogawa,仁淀川町,390010
3940100,高知県中土佐町,中土佐町,Nakatosa Town,39,thị trấn Nakatosa,中土佐町,390030
3940200,高知県佐川町,佐川町,Sakawa Town,39,thị trấn Sakawa,佐川町,390010
3940300,高知県越知町,越知町,Ochi Town,39,thị trấn Ochi,越知町,390010
3940500,高知県檮原町,檮原町,Yusuhara Town,39,thị trấn Yusuhara,梼原町,390030
3941000,高知県日高村,日高村,Hidaka Village,39,làng Hidaka,日高村,390010
3941100,高知県津野町,津野町,Tsuno Town,39,thị trấn Tsuno,津野町,390030
3941200,高知県四万十町,四万十町,Shimanto Town,39,thị trấn Shimanto,四万十町,390030
3942400,高知県大月町,大月町,Otsuki Town,39,thị trấn Otsuki,大月町,390030
3942700,高知県三原村,三原村,Mihara Village,39,làng Mihara,三原村,390030
3942800,高知県黒潮町,黒潮町,Kuroshio Town,39,thị trấn Kuroshio,黑潮町,390030
4010000,福岡県北九州市,北九州市,Kitakyushu City,40,thành phố Kitakyushu,北九州市,400020
4013000,福岡県福岡市,福岡市,Fukuoka City,40,thành phố Fukuoka,福冈市,400010
4020200,福岡県大牟田市,大牟田市,Omuta City,40,thành phố Omuta,大牟田市,400040
4020300,福岡県久留米市,久留米市,Kurume City,40,thành phố Kurume,久留米市,400040
4020400,福岡県直方市,直方市,Nogata City,40,thành phố Nogata,直方市,400030
4020500,福岡県飯塚市,飯塚市,Iizuka City,40,thành phố Iizuka,饭冢市,400030
4020600,福岡県田川市,田川市,Tagawa City,40,thành phố Tagawa,田川市,400030
4020700,福岡県柳川市,柳川市,Yanagawa City,40,thành phố Yanagawa,柳川市,400040
4021000,福岡県八女市,八女市,Yame City,40,thành phố Yame,八女市,400040
4021100,福岡県筑後市,筑後市,Chikugo City,40,thành phố Chikugo,筑后市,400040
4021200,福岡県大川市,大川市,Okawa City,40,thành phố Okawa,大川市,400040
4021300,福岡県行橋市,行橋市,Yukuhashi City,40,thành phố Yukuhashi,行桥市,400020
4021400,福岡県豊前市,豊前市,Buzen City,40,thành phố Buzen,丰前市,400020
4021500,福岡県中間市,中間市,Nakama City,40,thành phố Nakama,中间市,400020
4021600,福岡県小郡市,小郡市,Ogori City,40,thành phố Ogori,小郡市,400040
4021700,福岡県筑紫野市,筑紫野市,Chikushino City,40,thành phố Chikushino,筑紫野市,400010
4021800,福岡県春日市,春日市,Kasuga City,40,thành phố Kasuga,春日市,400010
4021900,福岡県大野城市,大野城市,Onojo City,40,thành phố Onojo,大野城市,400010
